NOBS,2018 August 05 ,https://coinmarketcap.com/currencies/no-bs-crypto/
AUR,2014 April 06 ,https://coinmarketcap.com/currencies/auroracoin/
RIDE,2017 April 02 ,https://coinmarketcap.com/currencies/ride-my-car/
XJC,2016 October 02 ,https://coinmarketcap.com/currencies/caesarion/
CORG,2014 April 06 ,https://coinmarketcap.com/currencies/corgicoin/
PRS,2018 April 01 ,https://coinmarketcap.com/currencies/pressone/
NLX,2016 August 07 ,https://coinmarketcap.com/currencies/nullex/
OLE,2018 August 05 ,https://coinmarketcap.com/currencies/olive/
VLD,2018 December 02 ,https://coinmarketcap.com/currencies/vetri/
STAK,2018 April 01 ,https://coinmarketcap.com/currencies/straks/
LSD,2014 December 14 ,https://coinmarketcap.com/currencies/lightspeed/
DLT,2017 December 03 ,https://coinmarketcap.com/currencies/agrello-delta/
SXUT,2018 April 01 ,https://coinmarketcap.com/currencies/spectre-utility/
BLACK,2018 December 02 ,https://coinmarketcap.com/currencies/eosblack/
NMB,2014 December 07 ,https://coinmarketcap.com/currencies/nimbus/
PI,2017 August 06 ,https://coinmarketcap.com/currencies/picoin/
MOT,2018 April 01 ,https://coinmarketcap.com/currencies/olympus-labs/
TAGR,2015 August 02 ,https://coinmarketcap.com/currencies/tagrcoin/
AIB,2015 August 02 ,https://coinmarketcap.com/currencies/advanced-internet-blocks/
ARY,2018 April 01 ,https://coinmarketcap.com/currencies/block-array/
BTB,2013 August 04 ,https://coinmarketcap.com/currencies/bitbar/
LEEK,2018 January 14 ,https://coinmarketcap.com/currencies/leekico/
PTC,2014 April 06 ,https://coinmarketcap.com/currencies/pesetacoin/
GRLC,2018 April 01 ,https://coinmarketcap.com/currencies/garlicoin/
NXE,2015 June 07 ,https://coinmarketcap.com/currencies/nxe/
GOX,2014 April 06 ,https://coinmarketcap.com/currencies/mtgoxcoin/
AMO,2018 December 02 ,https://coinmarketcap.com/currencies/amo-coin/
ORB,2013 December 22 ,https://coinmarketcap.com/currencies/orbitcoin/
N5X,2014 August 03 ,https://coinmarketcap.com/currencies/n5coin/
